DATE,TIME,TEMP_F,HUMIDITY
Sep-28-2025,01:58 PM,71.60 °F,46.00 %
Sep-28-2025,01:59 PM,71.60 °F,46.00 %
Sep-28-2025,02:00 PM,71.60 °F,45.00 %
Sep-28-2025,02:01 PM,71.60 °F,45.00 %
Sep-28-2025,02:02 PM,71.60 °F,45.00 %
Sep-28-2025,02:03 PM,71.60 °F,45.00 %
Sep-28-2025,02:04 PM,71.60 °F,45.00 %
Sep-28-2025,02:05 PM,71.60 °F,45.00 %
Sep-28-2025,02:06 PM,71.60 °F,45.00 %
Sep-28-2025,02:07 PM,71.60 °F,45.00 %
Sep-28-2025,02:08 PM,71.60 °F,45.00 %
Sep-28-2025,02:09 PM,71.60 °F,45.00 %
Sep-28-2025,02:10 PM,71.60 °F,45.00 %
Sep-28-2025,02:11 PM,71.60 °F,45.00 %
Sep-28-2025,02:12 PM,71.60 °F,45.00 %
Sep-28-2025,02:13 PM,71.60 °F,45.00 %
Sep-28-2025,02:14 PM,71.60 °F,45.00 %
Sep-28-2025,02:15 PM,71.60 °F,44.00 %
Sep-28-2025,02:16 PM,71.60 °F,44.00 %
Sep-28-2025,02:17 PM,71.60 °F,43.00 %
Sep-28-2025,02:18 PM,71.60 °F,42.00 %
Sep-28-2025,02:19 PM,71.60 °F,42.00 %
Sep-28-2025,02:20 PM,71.60 °F,42.00 %
Sep-28-2025,02:21 PM,71.60 °F,42.00 %
Sep-28-2025,02:22 PM,71.60 °F,42.00 %
Sep-28-2025,02:23 PM,71.60 °F,42.00 %
Sep-28-2025,02:24 PM,71.60 °F,42.00 %
Sep-28-2025,02:25 PM,71.60 °F,42.00 %
Sep-28-2025,02:26 PM,71.60 °F,42.00 %
Sep-28-2025,02:27 PM,71.60 °F,42.00 %
Sep-28-2025,02:28 PM,71.60 °F,42.00 %
Sep-28-2025,02:29 PM,71.60 °F,43.00 %
Sep-28-2025,02:30 PM,71.60 °F,43.00 %
Sep-28-2025,02:31 PM,71.60 °F,43.00 %
Sep-28-2025,02:32 PM,73.40 °F,43.00 %
Sep-28-2025,02:33 PM,73.40 °F,43.00 %
Sep-28-2025,02:34 PM,73.40 °F,43.00 %
Sep-28-2025,02:35 PM,73.40 °F,43.00 %
Sep-28-2025,02:36 PM,73.40 °F,43.00 %
Sep-28-2025,02:37 PM,73.40 °F,43.00 %
Sep-28-2025,02:38 PM,73.40 °F,43.00 %
Sep-28-2025,02:39 PM,73.40 °F,43.00 %
Sep-28-2025,02:40 PM,73.40 °F,43.00 %
Sep-28-2025,02:41 PM,73.40 °F,43.00 %
Sep-28-2025,02:42 PM,73.40 °F,43.00 %
Sep-28-2025,02:43 PM,73.40 °F,43.00 %
Sep-28-2025,02:44 PM,73.40 °F,43.00 %
Sep-28-2025,02:45 PM,73.40 °F,42.00 %
Sep-28-2025,02:46 PM,73.40 °F,42.00 %
Sep-28-2025,02:47 PM,73.40 °F,41.00 %
Sep-28-2025,02:48 PM,73.40 °F,41.00 %
Sep-28-2025,02:49 PM,73.40 °F,42.00 %
Sep-28-2025,02:50 PM,73.40 °F,41.00 %
Sep-28-2025,02:51 PM,73.40 °F,41.00 %
Sep-28-2025,02:52 PM,73.40 °F,41.00 %
Sep-28-2025,02:53 PM,73.40 °F,41.00 %
Sep-28-2025,02:54 PM,73.40 °F,41.00 %
Sep-28-2025,02:55 PM,73.40 °F,41.00 %
Sep-28-2025,02:56 PM,73.40 °F,41.00 %
Sep-28-2025,02:57 PM,73.40 °F,40.00 %
Sep-28-2025,02:58 PM,73.40 °F,40.00 %
Sep-28-2025,02:59 PM,73.40 °F,40.00 %
Sep-28-2025,03:00 PM,73.40 °F,40.00 %
Sep-28-2025,03:01 PM,73.40 °F,40.00 %
Sep-28-2025,03:02 PM,73.40 °F,40.00 %
Sep-28-2025,03:03 PM,73.40 °F,40.00 %
Sep-28-2025,03:04 PM,73.40 °F,40.00 %
Sep-28-2025,03:05 PM,73.40 °F,40.00 %
Sep-28-2025,03:06 PM,73.40 °F,40.00 %
Sep-28-2025,03:07 PM,73.40 °F,40.00 %
Sep-28-2025,03:08 PM,73.40 °F,40.00 %
Sep-28-2025,03:09 PM,73.40 °F,40.00 %
Sep-28-2025,03:10 PM,73.40 °F,40.00 %
Sep-28-2025,03:11 PM,73.40 °F,40.00 %
Sep-28-2025,03:12 PM,73.40 °F,40.00 %
Sep-28-2025,03:13 PM,73.40 °F,40.00 %
Sep-28-2025,03:14 PM,73.40 °F,40.00 %
Sep-28-2025,03:15 PM,73.40 °F,40.00 %
Sep-28-2025,03:16 PM,73.40 °F,40.00 %
Sep-28-2025,03:17 PM,73.40 °F,41.00 %
Sep-28-2025,03:18 PM,71.60 °F,41.00 %
Sep-28-2025,03:19 PM,71.60 °F,41.00 %
Sep-28-2025,03:20 PM,71.60 °F,41.00 %
Sep-28-2025,03:21 PM,71.60 °F,41.00 %
Sep-28-2025,03:22 PM,71.60 °F,41.00 %
Sep-28-2025,03:23 PM,71.60 °F,41.00 %
Sep-28-2025,03:24 PM,71.60 °F,41.00 %
Sep-28-2025,03:25 PM,71.60 °F,41.00 %
Sep-28-2025,03:26 PM,71.60 °F,41.00 %
Sep-28-2025,03:27 PM,71.60 °F,41.00 %
Sep-28-2025,03:28 PM,71.60 °F,41.00 %
Sep-28-2025,03:29 PM,71.60 °F,41.00 %
Sep-28-2025,03:30 PM,71.60 °F,41.00 %
Sep-28-2025,03:31 PM,71.60 °F,41.00 %
Sep-28-2025,03:32 PM,71.60 °F,41.00 %
Sep-28-2025,03:33 PM,71.60 °F,41.00 %
Sep-28-2025,03:34 PM,71.60 °F,41.00 %
Sep-28-2025,03:35 PM,71.60 °F,41.00 %
Sep-28-2025,03:36 PM,71.60 °F,41.00 %
Sep-28-2025,03:37 PM,71.60 °F,41.00 %
Sep-28-2025,03:38 PM,71.60 °F,41.00 %
Sep-28-2025,03:39 PM,71.60 °F,41.00 %
Sep-28-2025,03:40 PM,71.60 °F,41.00 %
Sep-28-2025,03:41 PM,71.60 °F,41.00 %
Sep-28-2025,03:42 PM,71.60 °F,41.00 %
Sep-28-2025,03:43 PM,71.60 °F,41.00 %
Sep-28-2025,03:44 PM,71.60 °F,41.00 %
Sep-28-2025,03:45 PM,71.60 °F,41.00 %
Sep-28-2025,03:46 PM,71.60 °F,41.00 %
Sep-28-2025,03:47 PM,71.60 °F,42.00 %
Sep-28-2025,03:48 PM,71.60 °F,43.00 %
Sep-28-2025,03:49 PM,71.60 °F,45.00 %
Sep-28-2025,03:50 PM,71.60 °F,45.00 %
Sep-28-2025,03:51 PM,69.80 °F,45.00 %
Sep-28-2025,03:52 PM,69.80 °F,45.00 %
Sep-28-2025,03:53 PM,69.80 °F,45.00 %
Sep-28-2025,03:54 PM,69.80 °F,46.00 %
Sep-28-2025,03:55 PM,69.80 °F,47.00 %
Sep-28-2025,03:56 PM,69.80 °F,48.00 %
Sep-28-2025,03:57 PM,69.80 °F,49.00 %
Sep-28-2025,03:58 PM,69.80 °F,49.00 %
Sep-28-2025,03:59 PM,69.80 °F,49.00 %
Sep-28-2025,04:00 PM,69.80 °F,49.00 %
Sep-28-2025,04:01 PM,69.80 °F,49.00 %
Sep-28-2025,04:02 PM,69.80 °F,48.00 %
Sep-28-2025,04:03 PM,69.80 °F,49.00 %
Sep-28-2025,04:04 PM,69.80 °F,50.00 %
Sep-28-2025,04:05 PM,69.80 °F,50.00 %
Sep-28-2025,04:06 PM,69.80 °F,49.00 %
Sep-28-2025,04:07 PM,69.80 °F,48.00 %
Sep-28-2025,04:08 PM,69.80 °F,49.00 %
Sep-28-2025,04:09 PM,69.80 °F,49.00 %
Sep-28-2025,04:10 PM,69.80 °F,49.00 %
Sep-28-2025,04:11 PM,69.80 °F,49.00 %
Sep-28-2025,04:12 PM,69.80 °F,49.00 %
Sep-28-2025,04:13 PM,69.80 °F,50.00 %
Sep-28-2025,04:14 PM,68.00 °F,51.00 %
Sep-28-2025,04:15 PM,68.00 °F,52.00 %
Sep-28-2025,04:16 PM,68.00 °F,52.00 %
Sep-28-2025,04:17 PM,68.00 °F,52.00 %
Sep-28-2025,04:18 PM,68.00 °F,52.00 %
Sep-28-2025,04:19 PM,68.00 °F,52.00 %
Sep-28-2025,04:20 PM,68.00 °F,52.00 %
Sep-28-2025,04:21 PM,68.00 °F,51.00 %
Sep-28-2025,04:22 PM,68.00 °F,51.00 %
Sep-28-2025,04:23 PM,68.00 °F,51.00 %
Sep-28-2025,04:24 PM,68.00 °F,51.00 %
Sep-28-2025,04:25 PM,68.00 °F,51.00 %
Sep-28-2025,04:26 PM,68.00 °F,50.00 %
Sep-28-2025,04:27 PM,68.00 °F,50.00 %
Sep-28-2025,04:28 PM,68.00 °F,50.00 %
Sep-28-2025,04:29 PM,68.00 °F,51.00 %
Sep-28-2025,04:30 PM,68.00 °F,50.00 %
Sep-28-2025,04:31 PM,68.00 °F,49.00 %
Sep-28-2025,04:32 PM,68.00 °F,49.00 %
Sep-28-2025,04:33 PM,69.80 °F,48.00 %
Sep-28-2025,04:34 PM,69.80 °F,46.00 %
Sep-28-2025,04:35 PM,69.80 °F,46.00 %
Sep-28-2025,04:36 PM,69.80 °F,46.00 %
Sep-28-2025,04:37 PM,69.80 °F,45.00 %
Sep-28-2025,04:38 PM,69.80 °F,45.00 %
Sep-28-2025,04:39 PM,69.80 °F,45.00 %
Sep-28-2025,04:40 PM,69.80 °F,45.00 %
Sep-28-2025,04:41 PM,69.80 °F,45.00 %
Sep-28-2025,04:42 PM,69.80 °F,45.00 %
Sep-28-2025,04:43 PM,69.80 °F,45.00 %
Sep-28-2025,04:44 PM,69.80 °F,44.00 %
Sep-28-2025,04:45 PM,69.80 °F,44.00 %
Sep-28-2025,04:46 PM,69.80 °F,44.00 %
Sep-28-2025,04:47 PM,69.80 °F,44.00 %
Sep-28-2025,04:48 PM,69.80 °F,44.00 %
Sep-28-2025,04:49 PM,69.80 °F,44.00 %
Sep-28-2025,04:50 PM,69.80 °F,44.00 %
Sep-28-2025,04:51 PM,69.80 °F,45.00 %
Sep-28-2025,04:52 PM,69.80 °F,45.00 %
Sep-28-2025,04:53 PM,69.80 °F,45.00 %
Sep-28-2025,04:54 PM,69.80 °F,45.00 %
Sep-28-2025,04:55 PM,69.80 °F,45.00 %
Sep-28-2025,04:56 PM,69.80 °F,45.00 %
Sep-28-2025,04:57 PM,69.80 °F,45.00 %
Sep-28-2025,04:58 PM,69.80 °F,45.00 %
Sep-28-2025,04:59 PM,69.80 °F,45.00 %
Sep-28-2025,05:00 PM,69.80 °F,45.00 %
Sep-28-2025,05:01 PM,69.80 °F,44.00 %
Sep-28-2025,05:02 PM,69.80 °F,44.00 %
Sep-28-2025,05:03 PM,69.80 °F,44.00 %
Sep-28-2025,05:04 PM,69.80 °F,44.00 %
Sep-28-2025,05:05 PM,69.80 °F,44.00 %
Sep-28-2025,05:06 PM,69.80 °F,44.00 %
Sep-28-2025,05:07 PM,69.80 °F,44.00 %
Sep-28-2025,05:08 PM,69.80 °F,44.00 %
Sep-28-2025,05:09 PM,69.80 °F,44.00 %
Sep-28-2025,05:10 PM,69.80 °F,44.00 %
Sep-28-2025,05:11 PM,69.80 °F,44.00 %
Sep-28-2025,05:12 PM,69.80 °F,44.00 %
Sep-28-2025,05:13 PM,69.80 °F,44.00 %
Sep-28-2025,05:14 PM,69.80 °F,44.00 %
Sep-28-2025,05:15 PM,68.00 °F,44.00 %
Sep-28-2025,05:16 PM,68.00 °F,44.00 %
Sep-28-2025,05:17 PM,68.00 °F,44.00 %
Sep-28-2025,05:18 PM,68.00 °F,44.00 %
Sep-28-2025,05:19 PM,68.00 °F,44.00 %
Sep-28-2025,05:20 PM,68.00 °F,44.00 %
Sep-28-2025,05:21 PM,68.00 °F,44.00 %
Sep-28-2025,05:22 PM,68.00 °F,44.00 %
Sep-28-2025,05:23 PM,68.00 °F,44.00 %
Sep-28-2025,05:24 PM,68.00 °F,44.00 %
Sep-28-2025,05:25 PM,68.00 °F,44.00 %
Sep-28-2025,05:26 PM,68.00 °F,44.00 %
Sep-28-2025,05:27 PM,68.00 °F,44.00 %
Sep-28-2025,05:28 PM,68.00 °F,44.00 %
Sep-28-2025,05:29 PM,68.00 °F,44.00 %
Sep-28-2025,05:30 PM,68.00 °F,44.00 %
Sep-28-2025,05:31 PM,68.00 °F,44.00 %
Sep-28-2025,05:32 PM,68.00 °F,44.00 %
Sep-28-2025,05:33 PM,68.00 °F,44.00 %
Sep-28-2025,05:34 PM,68.00 °F,44.00 %
Sep-28-2025,05:35 PM,68.00 °F,44.00 %
Sep-28-2025,05:36 PM,68.00 °F,44.00 %
Sep-28-2025,05:37 PM,68.00 °F,44.00 %
Sep-28-2025,05:38 PM,68.00 °F,44.00 %
Sep-28-2025,05:39 PM,68.00 °F,44.00 %
Sep-28-2025,05:40 PM,68.00 °F,44.00 %
Sep-28-2025,05:41 PM,68.00 °F,44.00 %
Sep-28-2025,05:42 PM,68.00 °F,43.00 %
Sep-28-2025,05:43 PM,68.00 °F,44.00 %
Sep-28-2025,05:44 PM,68.00 °F,43.00 %
Sep-28-2025,05:45 PM,68.00 °F,44.00 %
Sep-28-2025,05:46 PM,68.00 °F,44.00 %
Sep-28-2025,05:47 PM,68.00 °F,44.00 %
Sep-28-2025,05:48 PM,68.00 °F,44.00 %
Sep-28-2025,05:49 PM,68.00 °F,44.00 %
Sep-28-2025,05:50 PM,68.00 °F,44.00 %
Sep-28-2025,05:51 PM,68.00 °F,44.00 %
Sep-28-2025,05:52 PM,68.00 °F,44.00 %
Sep-28-2025,05:53 PM,68.00 °F,44.00 %
Sep-28-2025,05:54 PM,68.00 °F,44.00 %
Sep-28-2025,05:55 PM,68.00 °F,44.00 %
Sep-28-2025,05:56 PM,68.00 °F,44.00 %
Sep-28-2025,05:57 PM,68.00 °F,44.00 %
Sep-28-2025,05:58 PM,68.00 °F,44.00 %
Sep-28-2025,05:59 PM,68.00 °F,44.00 %
Sep-28-2025,06:00 PM,68.00 °F,45.00 %
Sep-28-2025,06:01 PM,68.00 °F,45.00 %
Sep-28-2025,06:02 PM,68.00 °F,45.00 %
Sep-28-2025,06:03 PM,68.00 °F,46.00 %
Sep-28-2025,06:04 PM,68.00 °F,46.00 %
Sep-28-2025,06:05 PM,68.00 °F,46.00 %
Sep-28-2025,06:06 PM,68.00 °F,46.00 %
Sep-28-2025,06:07 PM,68.00 °F,46.00 %
Sep-28-2025,06:08 PM,68.00 °F,46.00 %
Sep-28-2025,06:09 PM,68.00 °F,46.00 %
Sep-28-2025,06:10 PM,68.00 °F,46.00 %
Sep-28-2025,06:11 PM,68.00 °F,46.00 %
Sep-28-2025,06:12 PM,69.80 °F,46.00 %
Sep-28-2025,06:13 PM,69.80 °F,47.00 %
Sep-28-2025,06:14 PM,69.80 °F,47.00 %
Sep-28-2025,06:15 PM,69.80 °F,48.00 %
Sep-28-2025,06:16 PM,69.80 °F,49.00 %
Sep-28-2025,06:17 PM,69.80 °F,50.00 %
Sep-28-2025,06:18 PM,69.80 °F,50.00 %
Sep-28-2025,06:19 PM,69.80 °F,51.00 %
Sep-28-2025,06:20 PM,69.80 °F,51.00 %
Sep-28-2025,06:21 PM,69.80 °F,51.00 %
Sep-28-2025,06:22 PM,69.80 °F,51.00 %
Sep-28-2025,06:23 PM,69.80 °F,51.00 %
Sep-28-2025,06:24 PM,69.80 °F,51.00 %
Sep-28-2025,06:25 PM,69.80 °F,51.00 %
Sep-28-2025,06:26 PM,69.80 °F,51.00 %
Sep-28-2025,06:27 PM,69.80 °F,51.00 %
Sep-28-2025,06:28 PM,69.80 °F,51.00 %
Sep-28-2025,06:29 PM,69.80 °F,51.00 %
Sep-28-2025,06:30 PM,69.80 °F,51.00 %
Sep-28-2025,06:31 PM,69.80 °F,51.00 %
Sep-28-2025,06:32 PM,69.80 °F,51.00 %
Sep-28-2025,06:33 PM,69.80 °F,50.00 %
Sep-28-2025,06:34 PM,69.80 °F,50.00 %
Sep-28-2025,06:35 PM,69.80 °F,50.00 %
Sep-28-2025,06:36 PM,69.80 °F,50.00 %
Sep-28-2025,06:37 PM,69.80 °F,50.00 %
Sep-28-2025,06:38 PM,69.80 °F,50.00 %
Sep-28-2025,06:39 PM,69.80 °F,50.00 %
Sep-28-2025,06:40 PM,69.80 °F,50.00 %
Sep-28-2025,06:41 PM,69.80 °F,49.00 %
Sep-28-2025,06:42 PM,69.80 °F,49.00 %
Sep-28-2025,06:43 PM,69.80 °F,49.00 %
Sep-28-2025,06:44 PM,69.80 °F,49.00 %
Sep-28-2025,06:45 PM,69.80 °F,48.00 %
Sep-28-2025,06:46 PM,69.80 °F,48.00 %
Sep-28-2025,06:47 PM,69.80 °F,48.00 %
Sep-28-2025,06:48 PM,69.80 °F,48.00 %
Sep-28-2025,06:49 PM,69.80 °F,48.00 %
Sep-28-2025,06:50 PM,69.80 °F,48.00 %
Sep-28-2025,06:51 PM,69.80 °F,47.00 %
Sep-28-2025,06:52 PM,69.80 °F,47.00 %
Sep-28-2025,06:53 PM,69.80 °F,47.00 %
Sep-28-2025,06:54 PM,69.80 °F,47.00 %
Sep-28-2025,06:55 PM,69.80 °F,47.00 %
Sep-28-2025,06:56 PM,69.80 °F,47.00 %
Sep-28-2025,06:57 PM,69.80 °F,47.00 %
Sep-28-2025,06:58 PM,69.80 °F,47.00 %
Sep-28-2025,06:59 PM,69.80 °F,47.00 %
Sep-28-2025,07:00 PM,69.80 °F,47.00 %
Sep-28-2025,07:01 PM,69.80 °F,46.00 %
Sep-28-2025,07:02 PM,69.80 °F,46.00 %
Sep-28-2025,07:03 PM,69.80 °F,46.00 %
Sep-28-2025,07:04 PM,69.80 °F,46.00 %
Sep-28-2025,07:05 PM,69.80 °F,46.00 %
Sep-28-2025,07:06 PM,69.80 °F,46.00 %
Sep-28-2025,07:07 PM,69.80 °F,46.00 %
Sep-28-2025,07:08 PM,69.80 °F,46.00 %
Sep-28-2025,07:09 PM,69.80 °F,46.00 %
Sep-28-2025,07:10 PM,69.80 °F,46.00 %
Sep-28-2025,07:11 PM,69.80 °F,46.00 %
Sep-28-2025,07:12 PM,69.80 °F,47.00 %
Sep-28-2025,07:13 PM,69.80 °F,48.00 %
Sep-28-2025,07:14 PM,69.80 °F,48.00 %
Sep-28-2025,07:15 PM,69.80 °F,49.00 %
Sep-28-2025,07:16 PM,69.80 °F,49.00 %
Sep-28-2025,07:17 PM,69.80 °F,49.00 %
Sep-28-2025,07:18 PM,69.80 °F,49.00 %
Sep-28-2025,07:19 PM,69.80 °F,49.00 %
Sep-28-2025,07:20 PM,69.80 °F,50.00 %
Sep-28-2025,07:21 PM,69.80 °F,50.00 %
Sep-28-2025,07:22 PM,69.80 °F,51.00 %
Sep-28-2025,07:23 PM,69.80 °F,51.00 %
Sep-28-2025,07:24 PM,69.80 °F,51.00 %
Sep-28-2025,07:25 PM,69.80 °F,53.00 %
Sep-28-2025,07:26 PM,69.80 °F,52.00 %
Sep-28-2025,07:27 PM,69.80 °F,52.00 %
Sep-28-2025,07:28 PM,69.80 °F,52.00 %
Sep-28-2025,07:29 PM,69.80 °F,52.00 %
Sep-28-2025,07:30 PM,69.80 °F,53.00 %
Sep-28-2025,07:31 PM,69.80 °F,52.00 %
Sep-28-2025,07:32 PM,69.80 °F,52.00 %
Sep-28-2025,07:33 PM,69.80 °F,52.00 %
Sep-28-2025,07:34 PM,69.80 °F,52.00 %
Sep-28-2025,07:35 PM,69.80 °F,53.00 %
Sep-28-2025,07:36 PM,69.80 °F,52.00 %
Sep-28-2025,07:37 PM,69.80 °F,52.00 %
Sep-28-2025,07:38 PM,69.80 °F,52.00 %
Sep-28-2025,07:39 PM,69.80 °F,52.00 %
Sep-28-2025,07:40 PM,69.80 °F,53.00 %
Sep-28-2025,07:41 PM,69.80 °F,52.00 %
Sep-28-2025,07:42 PM,69.80 °F,53.00 %
Sep-28-2025,07:43 PM,69.80 °F,54.00 %
Sep-28-2025,07:44 PM,69.80 °F,54.00 %
Sep-28-2025,07:45 PM,69.80 °F,54.00 %
Sep-28-2025,07:46 PM,69.80 °F,54.00 %
Sep-28-2025,07:47 PM,69.80 °F,54.00 %
Sep-28-2025,07:48 PM,69.80 °F,55.00 %
Sep-28-2025,07:49 PM,69.80 °F,55.00 %
Sep-28-2025,07:50 PM,69.80 °F,55.00 %
Sep-28-2025,07:51 PM,69.80 °F,56.00 %
Sep-28-2025,07:52 PM,69.80 °F,57.00 %
Sep-28-2025,07:53 PM,69.80 °F,57.00 %
Sep-28-2025,07:54 PM,69.80 °F,57.00 %
Sep-28-2025,07:55 PM,69.80 °F,57.00 %
Sep-28-2025,07:56 PM,69.80 °F,58.00 %
Sep-28-2025,07:57 PM,69.80 °F,57.00 %
Sep-28-2025,07:58 PM,69.80 °F,55.00 %
Sep-28-2025,07:59 PM,71.60 °F,54.00 %
Sep-28-2025,08:00 PM,71.60 °F,54.00 %
Sep-28-2025,08:01 PM,71.60 °F,51.00 %
Sep-28-2025,08:02 PM,69.80 °F,49.00 %
Sep-28-2025,08:03 PM,69.80 °F,48.00 %
Sep-28-2025,08:04 PM,69.80 °F,47.00 %
Sep-28-2025,08:05 PM,69.80 °F,47.00 %
Sep-28-2025,08:06 PM,68.00 °F,47.00 %
Sep-28-2025,08:07 PM,68.00 °F,47.00 %
Sep-28-2025,08:08 PM,68.00 °F,48.00 %
Sep-28-2025,08:09 PM,68.00 °F,48.00 %
Sep-28-2025,08:10 PM,68.00 °F,48.00 %
Sep-28-2025,08:11 PM,68.00 °F,49.00 %
Sep-28-2025,08:12 PM,66.20 °F,49.00 %
Sep-28-2025,08:13 PM,66.20 °F,49.00 %
Sep-28-2025,08:14 PM,66.20 °F,49.00 %
Sep-28-2025,08:15 PM,66.20 °F,50.00 %
Sep-28-2025,08:16 PM,66.20 °F,50.00 %
Sep-28-2025,08:17 PM,66.20 °F,50.00 %
Sep-28-2025,08:18 PM,66.20 °F,50.00 %
Sep-28-2025,08:19 PM,66.20 °F,50.00 %
Sep-28-2025,08:20 PM,66.20 °F,50.00 %
Sep-28-2025,08:21 PM,66.20 °F,50.00 %
Sep-28-2025,08:22 PM,66.20 °F,50.00 %
Sep-28-2025,08:23 PM,66.20 °F,50.00 %
Sep-28-2025,08:24 PM,66.20 °F,50.00 %
Sep-28-2025,08:25 PM,66.20 °F,50.00 %
Sep-28-2025,08:26 PM,66.20 °F,50.00 %
Sep-28-2025,08:27 PM,66.20 °F,50.00 %
Sep-28-2025,08:28 PM,66.20 °F,50.00 %
Sep-28-2025,08:29 PM,66.20 °F,50.00 %
Sep-28-2025,08:30 PM,66.20 °F,50.00 %
Sep-28-2025,08:31 PM,66.20 °F,50.00 %
Sep-28-2025,08:32 PM,66.20 °F,50.00 %
Sep-28-2025,08:33 PM,66.20 °F,50.00 %
Sep-28-2025,08:34 PM,66.20 °F,50.00 %
Sep-28-2025,08:35 PM,66.20 °F,50.00 %
Sep-28-2025,08:36 PM,66.20 °F,50.00 %
Sep-28-2025,08:37 PM,66.20 °F,50.00 %
Sep-28-2025,08:38 PM,66.20 °F,50.00 %
Sep-28-2025,08:39 PM,66.20 °F,50.00 %
Sep-28-2025,08:40 PM,66.20 °F,50.00 %
Sep-28-2025,08:41 PM,66.20 °F,50.00 %
Sep-28-2025,08:42 PM,68.00 °F,50.00 %
Sep-28-2025,08:43 PM,68.00 °F,50.00 %
Sep-28-2025,08:44 PM,68.00 °F,50.00 %
Sep-28-2025,08:45 PM,68.00 °F,50.00 %
Sep-28-2025,08:46 PM,66.20 °F,50.00 %
Sep-28-2025,08:47 PM,66.20 °F,49.00 %
Sep-28-2025,08:48 PM,66.20 °F,49.00 %
Sep-28-2025,08:49 PM,66.20 °F,50.00 %
Sep-28-2025,08:50 PM,66.20 °F,50.00 %
Sep-28-2025,08:51 PM,66.20 °F,50.00 %
Sep-28-2025,08:52 PM,66.20 °F,50.00 %
Sep-28-2025,08:53 PM,66.20 °F,50.00 %
Sep-28-2025,08:54 PM,66.20 °F,49.00 %
Sep-28-2025,08:55 PM,66.20 °F,49.00 %
Sep-28-2025,08:56 PM,66.20 °F,49.00 %
Sep-28-2025,08:57 PM,66.20 °F,49.00 %
Sep-28-2025,08:58 PM,66.20 °F,49.00 %
Sep-28-2025,08:59 PM,66.20 °F,48.00 %
Sep-28-2025,09:00 PM,66.20 °F,48.00 %
Sep-28-2025,09:01 PM,66.20 °F,48.00 %
Sep-28-2025,09:02 PM,66.20 °F,48.00 %
Sep-28-2025,09:03 PM,66.20 °F,48.00 %
Sep-28-2025,09:04 PM,66.20 °F,48.00 %
Sep-28-2025,09:05 PM,66.20 °F,48.00 %
Sep-28-2025,09:06 PM,66.20 °F,48.00 %
Sep-28-2025,09:07 PM,66.20 °F,48.00 %
Sep-28-2025,09:08 PM,66.20 °F,49.00 %
Sep-28-2025,09:09 PM,66.20 °F,49.00 %
Sep-28-2025,09:10 PM,66.20 °F,49.00 %
Sep-28-2025,09:11 PM,66.20 °F,50.00 %
Sep-28-2025,09:12 PM,66.20 °F,50.00 %
Sep-28-2025,09:13 PM,66.20 °F,50.00 %
Sep-28-2025,09:14 PM,66.20 °F,50.00 %
Sep-28-2025,09:15 PM,66.20 °F,50.00 %
Sep-28-2025,09:16 PM,66.20 °F,50.00 %
Sep-28-2025,09:17 PM,66.20 °F,50.00 %
Sep-28-2025,09:18 PM,66.20 °F,50.00 %
Sep-28-2025,09:19 PM,66.20 °F,50.00 %
Sep-28-2025,09:20 PM,66.20 °F,50.00 %
Sep-28-2025,09:21 PM,66.20 °F,50.00 %
Sep-28-2025,09:22 PM,66.20 °F,50.00 %
Sep-28-2025,09:23 PM,66.20 °F,49.00 %
Sep-28-2025,09:24 PM,66.20 °F,49.00 %
Sep-28-2025,09:25 PM,66.20 °F,49.00 %
Sep-28-2025,09:26 PM,66.20 °F,49.00 %
Sep-28-2025,09:27 PM,66.20 °F,49.00 %
Sep-28-2025,09:28 PM,66.20 °F,49.00 %
Sep-28-2025,09:29 PM,66.20 °F,49.00 %
Sep-28-2025,09:30 PM,66.20 °F,49.00 %
Sep-28-2025,09:31 PM,66.20 °F,49.00 %
Sep-28-2025,09:32 PM,66.20 °F,49.00 %
Sep-28-2025,09:33 PM,66.20 °F,49.00 %
Sep-28-2025,09:34 PM,66.20 °F,50.00 %
Sep-28-2025,09:35 PM,66.20 °F,50.00 %
Sep-28-2025,09:36 PM,66.20 °F,50.00 %
Sep-28-2025,09:37 PM,66.20 °F,50.00 %
Sep-28-2025,09:38 PM,66.20 °F,50.00 %
Sep-28-2025,09:39 PM,66.20 °F,49.00 %
Sep-28-2025,09:40 PM,66.20 °F,49.00 %
Sep-28-2025,09:41 PM,66.20 °F,49.00 %
Sep-28-2025,09:42 PM,66.20 °F,49.00 %
Sep-28-2025,09:43 PM,66.20 °F,49.00 %
Sep-28-2025,09:44 PM,66.20 °F,49.00 %
Sep-28-2025,09:45 PM,66.20 °F,49.00 %
Sep-28-2025,09:46 PM,66.20 °F,49.00 %
Sep-28-2025,09:47 PM,66.20 °F,49.00 %
Sep-28-2025,09:48 PM,66.20 °F,49.00 %
Sep-28-2025,09:49 PM,66.20 °F,50.00 %
Sep-28-2025,09:50 PM,64.40 °F,50.00 %
Sep-28-2025,09:51 PM,64.40 °F,50.00 %
Sep-28-2025,09:52 PM,64.40 °F,50.00 %
Sep-28-2025,09:53 PM,64.40 °F,50.00 %
Sep-28-2025,09:54 PM,64.40 °F,50.00 %
Sep-28-2025,09:55 PM,64.40 °F,51.00 %
Sep-28-2025,09:56 PM,64.40 °F,51.00 %
Sep-28-2025,09:57 PM,64.40 °F,51.00 %
Sep-28-2025,09:58 PM,64.40 °F,52.00 %
